0.014681, 0.009911
0.001808, 0.001800
0.002043, 0.001898
0.001591, 0.001560
0.001883, 0.001855
0.001781, 0.001740
0.002204, 0.002194
0.001832, 0.001732
0.001905, 0.001896
0.002025, 0.001819
0.001707, 0.001561
0.002480, 0.002458
0.003219, 0.002055
0.003809, 0.002758
0.002098, 0.002081
0.004126, 0.002845
0.001696, 0.001670
0.001843, 0.001819
0.001808, 0.001702
0.002167, 0.002061
0.001705, 0.001695
0.001711, 0.001703
0.001743, 0.001715
0.001982, 0.001969
0.003038, 0.002951
0.004051, 0.002825
0.003157, 0.002097
0.002034, 0.002024
0.001963, 0.001296
0.001584, 0.001572
0.001787, 0.001732
0.001956, 0.001917
0.001602, 0.001591
0.001537, 0.001515
0.001717, 0.001708
0.001539, 0.001529
0.003400, 0.002179
0.003268, 0.002029
0.002081, 0.001967
0.001837, 0.001823
0.001511, 0.001495
0.002131, 0.001413
0.001682, 0.001666
0.001914, 0.001903
0.002105, 0.002058
0.001657, 0.001645
0.001685, 0.001629
0.004522, 0.002635
0.001780, 0.001484
0.001538, 0.001530
0.001836, 0.001813
0.001602, 0.001583
0.001957, 0.001695
0.001719, 0.001680
0.001561, 0.001540
0.001567, 0.001549
0.001701, 0.001681
0.001909, 0.001851
0.003275, 0.002101
0.003432, 0.002231
0.002306, 0.001596
0.001868, 0.001856
0.001883, 0.001759
0.002285, 0.002270
0.001926, 0.001917
0.001796, 0.001785
0.001486, 0.001477
0.001636, 0.001623
0.001510, 0.001491
0.003397, 0.002179
0.003708, 0.002502
0.002083, 0.001353
0.001676, 0.001652
0.002295, 0.001600
0.001646, 0.001633
0.001547, 0.001539
0.001747, 0.001714
0.001587, 0.001533
0.001537, 0.001516
0.003309, 0.003271
0.003428, 0.002106
0.003381, 0.002248
0.004061, 0.002869
0.001591, 0.001573
0.001635, 0.001608
0.001512, 0.001504
0.001707, 0.001669
0.001559, 0.001535
0.001557, 0.001542
0.001610, 0.001507
0.001603, 0.001582
0.001623, 0.001611
0.003426, 0.002252
0.002476, 0.002438
0.003948, 0.002723
0.003575, 0.002384
0.001686, 0.001643
0.001630, 0.001611
0.001607, 0.001595
0.001664, 0.001655
0.001640, 0.001628
0.001565, 0.001535
0.001655, 0.001646
0.001641, 0.001619
0.001601, 0.001581
0.003384, 0.002211
0.004240, 0.002913
0.003835, 0.002482
0.003638, 0.002612
0.001764, 0.001743
0.001533, 0.001511
0.001598, 0.001575
0.001563, 0.001553
0.001493, 0.001482
0.001993, 0.001828
0.003729, 0.002451
0.004034, 0.002818
0.005091, 0.003447
0.003723, 0.002497
0.003794, 0.002564
0.003626, 0.002463
0.003511, 0.002626
0.002491, 0.001349
0.001679, 0.001423
0.001601, 0.001579
0.003267, 0.002183
0.004862, 0.002877
0.003720, 0.002563
0.003870, 0.002723
0.003419, 0.002624
0.003713, 0.002503
0.003666, 0.002430
0.004680, 0.003245
0.006478, 0.003942
0.001945, 0.001372
0.001772, 0.001751
0.001526, 0.001489
0.001598, 0.001587
0.003435, 0.003365
0.003833, 0.002643
0.003741, 0.002601
0.004018, 0.002800
0.004120, 0.002930
0.004317, 0.003080
0.003829, 0.002658
0.003358, 0.002252
0.002012, 0.001654
0.001693, 0.001673
0.001528, 0.001516
0.001558, 0.001540
0.001571, 0.001458
0.001802, 0.001790
0.005591, 0.003195
0.003970, 0.002596
0.004301, 0.003038
0.001876, 0.001607
0.001590, 0.001576
0.001701, 0.001690
0.003376, 0.003277
0.003547, 0.002583
0.001686, 0.001525
0.005290, 0.002938
0.004019, 0.002793
0.004719, 0.003807
0.005315, 0.002831
0.004067, 0.002776
0.003683, 0.002553
0.003739, 0.002558
0.003733, 0.002767
0.004441, 0.002883
0.003937, 0.002728
0.005327, 0.003467
0.004077, 0.002803
0.003714, 0.002582
0.003537, 0.002559
0.003619, 0.002820
0.005654, 0.003397
0.004483, 0.003304
0.004178, 0.003036
0.003183, 0.003051
0.004373, 0.003141
0.005762, 0.002910
0.003438, 0.002619
0.004965, 0.002342
0.004620, 0.003451
0.004267, 0.002898
0.003125, 0.002021
0.001490, 0.001473
0.001614, 0.001563
0.002541, 0.001419
0.001745, 0.001693
0.002109, 0.001594
0.001557, 0.001534
0.001930, 0.001898
0.003709, 0.002376
0.003868, 0.002712
0.004324, 0.003152
0.004070, 0.002679
0.002801, 0.001628
0.001974, 0.001937
0.001568, 0.001553
0.001511, 0.001490
0.001508, 0.001497
0.001526, 0.001508
0.001570, 0.001564
0.002857, 0.002819
0.003767, 0.002806
0.004284, 0.002966
0.003748, 0.002637
0.003771, 0.002525
0.003674, 0.002531
0.003758, 0.002697
0.005968, 0.004728
0.002017, 0.001409
0.001603, 0.001598
0.001613, 0.001576
0.003494, 0.002392
0.003191, 0.002015
0.001587, 0.001512
0.001711, 0.001682
0.002190, 0.002168
0.001651, 0.001637
0.002010, 0.001320
0.002010, 0.001993
0.001587, 0.001554
0.002191, 0.002146
0.002464, 0.002428
0.002339, 0.001244
0.001581, 0.001543
0.002554, 0.002492
0.003457, 0.002354
0.001687, 0.001673
0.001565, 0.001555
0.002032, 0.002022
0.001817, 0.001784
0.001530, 0.001508
0.001980, 0.001943
0.001746, 0.001729
0.001588, 0.001576
0.002920, 0.001765
0.001684, 0.001667
0.004188, 0.003005
0.002408, 0.002323
0.001562, 0.001499
0.001665, 0.001644
0.001887, 0.001880
0.001628, 0.001599
0.001612, 0.001602
0.001528, 0.001492
0.001646, 0.001636
0.001669, 0.001650
0.003162, 0.001472
0.001643, 0.001630
0.003756, 0.002519
0.002248, 0.001541
0.001707, 0.001683
0.001554, 0.001540
0.002206, 0.002196
0.001619, 0.001606
0.001532, 0.001523
0.001624, 0.001611
0.001716, 0.001695
0.001619, 0.001593
0.003611, 0.002541
0.003772, 0.002578
0.003826, 0.002635
0.002511, 0.001369
0.001661, 0.001649
0.001699, 0.001595
0.001944, 0.001920
0.001739, 0.001729
0.001479, 0.001468
0.001581, 0.001563
0.001660, 0.001638
0.002590, 0.002506
0.003678, 0.002559
0.004195, 0.002773
0.003116, 0.001950
0.001587, 0.001548
0.002300, 0.002279
0.002044, 0.002018
0.001839, 0.001820
0.002122, 0.002070
0.001569, 0.001505
0.001705, 0.001664
0.004142, 0.002417
0.004185, 0.003073
0.003736, 0.002626
0.002470, 0.001413
0.001676, 0.001654
0.001585, 0.001555
0.001679, 0.001548
0.001660, 0.001604
0.001640, 0.001630
0.002015, 0.002005
0.001928, 0.001896
0.001674, 0.001660
0.004075, 0.003875
0.003920, 0.002698
0.004369, 0.003110
0.003717, 0.002485
0.003735, 0.002593
0.002875, 0.002844
0.001744, 0.001735
0.001536, 0.001524
0.001711, 0.001619
0.001672, 0.001618
0.001578, 0.001569
0.002641, 0.001488
0.003891, 0.002749
0.003310, 0.002144
0.002184, 0.001857
0.001712, 0.001683
0.001762, 0.001737
0.002345, 0.001500
0.001560, 0.001551
0.001817, 0.001753
0.001598, 0.001571
0.001546, 0.001536
0.001513, 0.001484
0.001632, 0.001618
0.003222, 0.001865
0.004729, 0.002171
0.001973, 0.001247
0.001635, 0.001601
0.001524, 0.001508
0.001997, 0.001947
0.001797, 0.001749
0.001650, 0.001431
0.001840, 0.001819
0.001658, 0.001647
0.001959, 0.001875
0.003408, 0.002271
0.002488, 0.001398
0.002516, 0.001638
0.001764, 0.001739
0.001835, 0.001823
0.001610, 0.001558
0.001625, 0.001602
0.001767, 0.001751
0.001546, 0.001529
0.001709, 0.001680
0.001632, 0.001621
0.003305, 0.003212
0.003378, 0.002188
0.002414, 0.001385
0.001907, 0.001871
0.001632, 0.001613
0.002468, 0.002447
0.003322, 0.002183
0.003274, 0.002147
0.002689, 0.001425
0.001899, 0.001889
0.003336, 0.002213
0.003346, 0.002190
0.004016, 0.002655
0.003376, 0.002133
0.001657, 0.001646
0.001540, 0.001525
0.002000, 0.001975
0.001684, 0.001670
0.001579, 0.001556
0.001565, 0.001556
0.001498, 0.001477
0.001616, 0.001606
0.004032, 0.003937
0.003532, 0.002309
0.002426, 0.002314
0.001540, 0.001509
0.002059, 0.002038
0.001643, 0.001586
0.001601, 0.001589
0.001683, 0.001667
0.001601, 0.001593
0.001813, 0.001787
0.004238, 0.002862
0.001509, 0.001483
0.001518, 0.001509
0.003229, 0.002075
0.003523, 0.002315
0.001695, 0.001685
0.001574, 0.001477
0.002353, 0.002062
0.001888, 0.001875
0.001975, 0.001959
0.003571, 0.003533
0.004087, 0.002955
0.004220, 0.002982
0.002487, 0.001310
0.001771, 0.001764
0.001726, 0.001693
0.001669, 0.001656
0.001721, 0.001596
0.001644, 0.001615
0.001612, 0.001605
0.001870, 0.001864
0.001689, 0.001665
0.001579, 0.001561
0.003193, 0.002055
0.003203, 0.002076
0.001654, 0.001643
0.001668, 0.001656
0.001552, 0.001533
0.001887, 0.001872
0.001950, 0.001895
0.001558, 0.001541
0.001573, 0.001526
0.001759, 0.001635
0.002999, 0.001807
0.002473, 0.001297
0.001603, 0.001564
0.001573, 0.001535
0.003651, 0.002384
0.003175, 0.002051
0.001566, 0.001548
0.001863, 0.001785
0.001809, 0.001797
0.001612, 0.001597
0.001760, 0.001742
0.001590, 0.001573
0.002430, 0.002249
0.004212, 0.002977
0.003134, 0.001987
0.002803, 0.002693
0.003231, 0.002048
0.002377, 0.001394
0.001553, 0.001540
0.001644, 0.001561
0.001584, 0.001573
0.001952, 0.001911
0.001818, 0.001803
0.003332, 0.003287
0.003648, 0.002468
0.001676, 0.001655
0.001533, 0.001511
0.001576, 0.001553
0.002387, 0.002350
0.003275, 0.002085
0.002204, 0.002182
0.001689, 0.001680
0.001602, 0.001591
0.001639, 0.001629
0.001516, 0.001471
0.001622, 0.001608
0.003059, 0.003003
0.001792, 0.001762
0.003354, 0.002108
0.002503, 0.001348
0.003328, 0.002112
0.002115, 0.001471
0.001671, 0.001583
0.001559, 0.001545
0.001526, 0.001512
0.001506, 0.001467
0.002320, 0.002059
0.003142, 0.001914
0.001665, 0.001643
0.003597, 0.002371
0.003648, 0.002419
0.003403, 0.002281
0.003208, 0.002279
0.001880, 0.001871
0.001771, 0.001749
0.001521, 0.001493
0.001513, 0.001502
0.003916, 0.003843
0.003822, 0.002649
0.001668, 0.001655
0.001658, 0.001630
0.001646, 0.001625
0.002224, 0.002207
0.003142, 0.001964
0.002613, 0.001407
0.001534, 0.001510
0.001633, 0.001615
0.001593, 0.001583
0.001601, 0.001580
0.002701, 0.002145
0.001756, 0.001680
0.004079, 0.002280
0.004564, 0.002418
0.002371, 0.001267
0.001730, 0.001714
0.001638, 0.001544
0.001753, 0.001622
0.001791, 0.001729
0.001581, 0.001572
0.002142, 0.002129
0.001580, 0.001543
0.001726, 0.001516
0.002731, 0.002696
0.003459, 0.002220
0.004399, 0.002970
0.003563, 0.002326
0.001694, 0.001683
0.002357, 0.002346
0.002437, 0.001411
0.001635, 0.001623
0.001546, 0.001536
0.001778, 0.001762
0.004002, 0.003911
0.002469, 0.002266
0.003088, 0.002099
0.002614, 0.002583
0.003343, 0.002220
0.002199, 0.001392
0.001855, 0.001824
0.002056, 0.001813
0.001715, 0.001694
0.001547, 0.001513
0.001794, 0.001783
0.001979, 0.001512
0.001480, 0.001458
0.002766, 0.002749
0.002380, 0.002334
0.003038, 0.002112
0.002275, 0.001509
0.002140, 0.001476
0.001868, 0.001857
0.001652, 0.001641
0.001582, 0.001570
0.001884, 0.001851
0.002843, 0.002724
0.008142, 0.006949
0.003134, 0.001992
0.003218, 0.002119
0.003427, 0.002273
0.001942, 0.001924
0.001593, 0.001581
